基金代码,拼音缩写,基金简称,基金类型,拼音全称
004234,ZOSJWJDYZHHC,中欧数据挖掘多因子混合C,混合型-灵活,ZHONGOUSHUJUWAJUEDUOYINZIHUNHEC
004235,ZOJZZXHHC,中欧价值智选混合C,混合型-灵活,ZHONGOUJIAZHIZHIXUANHUNHEC
004236,ZOXDLHHLOFC,中欧新动力混合(LOF)C,混合型-偏股,ZHONGOUXINDONGLIHUNHELOFC
004237,ZOXLCHHC,中欧新蓝筹混合C,混合型-偏股,ZHONGOUXINLANCHOUHUNHEC
004241,ZOSDXFGPC,中欧时代先锋股票C,股票型,ZHONGOUSHIDAIXIANFENGGUPIAOC
004244,DFZQYXLHPZHHA,东方周期优选灵活配置混合A,混合型-灵活,DONGFANGZHOUQIYOUXUANLINGHUOPEIZHIHUNHEA
004249,AXZGZZHHA,安信中国制造混合A,混合型-灵活,ANXINZHONGGUOZHIZAOHUNHEA
004250,YHLHYXHHA,银河量化优选混合A,混合型-偏股,YINHELIANGHUAYOUXUANHUNHEA
004252,GTAYLHPZHHC,国泰安益灵活配置混合C,混合型-灵活,GUOTAIANYILINGHUOPEIZHIHUNHEC
004260,DBWYZZLHPZHHA,德邦稳盈增长灵活配置混合A,混合型-灵活,DEBANGWENYINGZENGZHANGLINGHUOPEIZHIHUNHEA
004263,HAHGSJHLHPZHH,华安沪港深机会灵活配置混合,混合型-灵活,HUAANHUGANGSHENJIHUILINGHUOPEIZHIHUNHE
004266,ZSHGSKJCXHHA,招商沪港深科技创新混合A,混合型-灵活,ZHAOSHANGHUGANGSHENKEJICHUANGXINHUNHEA
004292,PHHSGHLWGP,鹏华沪深港互联网股票,股票型,PENGHUAHUSHENGANGHULIANWANGGUPIAO
004314,QHKYHGSXYJA,前海开源沪港深新硬件A,混合型-灵活,QIANHAIKAIYUANHUGANGSHENXINYINGJIANA
004315,QHKYHGSXYJC,前海开源沪港深新硬件C,混合型-灵活,QIANHAIKAIYUANHUGANGSHENXINYINGJIANC
004316,QHKYHGSYXA,前海开源沪港深裕鑫A,混合型-灵活,QIANHAIKAIYUANHUGANGSHENYUXINA
004317,QHKYHGSYXC,前海开源沪港深裕鑫C,混合型-灵活,QIANHAIKAIYUANHUGANGSHENYUXINC
004320,QHKYHGSLXSH,前海开源沪港深乐享生活,混合型-灵活,QIANHAIKAIYUANHUGANGSHENLEXIANGSHENGHUO
004321,QHKYHGSQGCYHH,前海开源沪港深强国产业混合,混合型-灵活,QIANHAIKAIYUANHUGANGSHENQIANGGUOCHANYEHUNHE
004332,HSHGSXXCYJXHH,恒生沪港深新兴产业精选混合,混合型-偏股,HENGSHENGHUGANGSHENXINXINGCHANYEJINGXUANHUNHE
004335,HBXFYLHPZHH,华宝新飞跃灵活配置混合,混合型-灵活,HUABAOXINFEIYUELINGHUOPEIZHIHUNHE
004341,NYJDKJHH,农银尖端科技混合,混合型-灵活,NONGYINJIANDUANKEJIHUNHE
004350,HFJXJZXFGPA,汇丰晋信价值先锋股票A,股票型,HUIFENGJINXINJIAZHIXIANFENGGUPIAOA
004351,HFJXZSJQYFZHH,汇丰晋信珠三角区域发展混合,混合型-偏股,HUIFENGJINXINZHUSANJIAOQUYUFAZHANHUNHE
004352,HYYJJXGP,华银研究精选股票,股票型,HUAYINYANJIUJINGXUANGUPIAO
004355,JSFHLHPZHHA,嘉实丰和灵活配置混合A,混合型-灵活,JIASHIFENGHELINGHUOPEIZHIHUNHEA
004357,NFZHHH,南方智慧混合,混合型-灵活,NANFANGZHIHUIHUNHE
004374,HTBXJNFHHFQA,华泰保兴吉年丰混合发起A,混合型-偏股,HUATAIBAOXINGJINIANFENGHUNHEFAQIA
004375,HTBXJNFHHFQC,华泰保兴吉年丰混合发起C,混合型-偏股,HUATAIBAOXINGJINIANFENGHUNHEFAQIC
004390,PAZXCXHHA,平安转型创新混合A,混合型-灵活,PINGANZHUANXINGCHUANGXINHUNHEA
004391,PAZXCXHHC,平安转型创新混合C,混合型-灵活,PINGANZHUANXINGCHUANGXINHUNHEC
004393,AXQYJZYXHHA,安信企业价值优选混合A,混合型-偏股,ANXINQIYEJIAZHIYOUXUANHUNHEA
004394,HTBRLHCYHH,华泰柏瑞量化创优混合,混合型-灵活,HUATAIBAIRUILIANGHUACHUANGYOUHUNHE
004403,PAGXJXHGSA,平安股息精选沪港深A,股票型,PINGANGUXIJINGXUANHUGANGSHENA
004404,PAGXJXHGSC,平安股息精选沪港深C,股票型,PINGANGUXIJINGXUANHUGANGSHENC
004423,HSYJJXLHPZA,华商研究精选灵活配置A,混合型-灵活,HUASHANGYANJIUJINGXUANLINGHUOPEIZHIA
004424,HTFWTYLHHA,汇添富文体娱乐混合A,混合型-偏股,HUITIANFUWENTIYULEHUNHEA
004434,BSNXTZHHA,博时逆向投资混合A,混合型-偏股,BOSHINIXIANGTOUZIHUNHEA
004435,BSNXTZHHC,博时逆向投资混合C,混合型-偏股,BOSHINIXIANGTOUZIHUNHEC
004448,BSHZHBLHPZHH,博时汇智回报灵活配置混合,混合型-灵活,BOSHIHUIZHIHUIBAOLINGHUOPEIZHIHUNHE
004450,JSQYKJHGSGPA,嘉实前沿科技沪港深股票A,股票型,JIASHIQIANYANKEJIHUGANGSHENGUPIAOA
004453,QHKYYXA,前海开源盈鑫A,混合型-灵活,QIANHAIKAIYUANYINGXINA
004454,QHKYYXC,前海开源盈鑫C,混合型-灵活,QIANHAIKAIYUANYINGXINC
004456,XYXFXQSLHPZA,兴银消费新趋势灵活配置A,混合型-灵活,XINGYINXIAOFEIXINQUSHILINGHUOPEIZHIA
004475,HTBRFLHHA,华泰柏瑞富利混合A,混合型-灵活,HUATAIBAIRUIFULIHUNHEA
004476,JSCCHGSLXKJGPA,景顺长城沪港深领先科技股票A,股票型,JINGSHUNCHANGCHENGHUGANGSHENLINGXIANKEJIGUPIAOA
004477,JSHGSHBHH,嘉实沪港深回报混合,混合型-偏股,JIASHIHUGANGSHENHUIBAOHUNHE
004496,QHKYDYCLHHA,前海开源多元策略混合A,混合型-灵活,QIANHAIKAIYUANDUOYUANCELUEHUNHEA
004497,QHKYDYCLHHC,前海开源多元策略混合C,混合型-灵活,QIANHAIKAIYUANDUOYUANCELUEHUNHEC
004505,BSXXXFZTHHA,博时新兴消费主题混合A,混合型-偏股,BOSHIXINXINGXIAOFEIZHUTIHUNHEA
004510,JTJSLHXFHHC,九泰久盛量化先锋混合C,混合型-灵活,JIUTAIJIUSHENGLIANGHUAXIANFENGHUNHEC
004521,AXGY40LHPZHHA,安信工业4.0灵活配置混合A,混合型-灵活,ANXINGONGYE40LINGHUOPEIZHIHUNHEA
004522,AXGY40LHPZHHC,安信工业4.0灵活配置混合C,混合型-灵活,ANXINGONGYE40LINGHUOPEIZHIHUNHEC
004549,FADXFZTHH,富安达消费主题混合,混合型-灵活,FUANDAXIAOFEIZHUTIHUNHE
004569,ZSZZYHHC,招商制造业混合C,混合型-灵活,ZHAOSHANGZHIZAOYEHUNHEC
004604,FGXHLLHPZHHA,富国新活力灵活配置混合A,混合型-灵活,FUGUOXINHUOLILINGHUOPEIZHIHUNHEA
004605,FGXHLLHPZHHC,富国新活力灵活配置混合C,混合型-灵活,FUGUOXINHUOLILINGHUOPEIZHIHUNHEC
004608,CXLXLHPZHHA,长信乐信灵活配置混合A,混合型-灵活,CHANGXINLEXINLINGHUOPEIZHIHUNHEA
004609,CXLXLHPZHHC,长信乐信灵活配置混合C,混合型-灵活,CHANGXINLEXINLINGHUOPEIZHIHUNHEC
004616,ZODZXXCYHGSGPA,中欧电子信息产业沪港深股票A,股票型,ZHONGOUDIANZIXINXICHANYEHUGANGSHENGUPIAOA
004617,JXXWHBLHPZHHA,建信鑫稳回报灵活配置混合A,混合型-灵活,JIANXINXINWENHUIBAOLINGHUOPEIZHIHUNHEA
004618,JXXWHBLHPZHHC,建信鑫稳回报灵活配置混合C,混合型-灵活,JIANXINXINWENHUIBAOLINGHUOPEIZHIHUNHEC
004634,QHLHYTHHA,前海联合泳涛混合A,混合型-灵活,QIANHAILIANHEYONGTAOHUNHEA
004635,ZXJTRLC,中信建投睿利C,混合型-灵活,ZHONGXINJIANTOURUILIC
004636,ZXJTZXWLWC,中信建投智信物联网C,混合型-灵活,ZHONGXINJIANTOUZHIXINWULIANWANGC
004640,HXJNHBGPA,华夏节能环保股票A,股票型,HUAXIAJIENENGHUANBAOGUPIAOA
004641,WJLHRXHHA,万家量化睿选混合A,混合型-灵活,WANJIALIANGHUARUIXUANHUNHEA
004666,CCJJCXCZHHA,长城久嘉创新成长混合A,混合型-灵活,CHANGCHENGJIUJIACHUANGXINCHENGZHANGHUNHEA
004671,GLHXCZ,国联核心成长,混合型-灵活,GUOLIANHEXINCHENGZHANG
004674,FGXJYLHPZHHA,富国新机遇灵活配置混合A,混合型-灵活,FUGUOXINJIYULINGHUOPEIZHIHUNHEA
004675,FGXJYLHPZHHC,富国新机遇灵活配置混合C,混合型-灵活,FUGUOXINJIYULINGHUOPEIZHIHUNHEC
004676,ZXJTRXLHPZHHC,中信建投睿信灵活配置混合C,混合型-灵活,ZHONGXINJIANTOURUIXINLINGHUOPEIZHIHUNHEC
004677,BSZLXXCYHH,博时战略新兴产业混合,混合型-灵活,BOSHIZHANLUEXINXINGCHANYEHUNHE
004683,JXGDYLGPA,建信高端医疗股票A,股票型,JIANXINGAODUANYILIAOGUPIAOA
004685,JYSAYQLHPZHH,金元顺安元启灵活配置混合,混合型-灵活,JINYUANSHUNANYUANQILINGHUOPEIZHIHUNHE
004686,HXYJJXGP,华夏研究精选股票,股票型,HUAXIAYANJIUJINGXUANGUPIAO
004693,QHLHYJHHA,前海联合泳隽混合A,混合型-灵活,QIANHAILIANHEYONGJUANHUNHEA
004694,THCLJXHHA,天弘策略精选混合A,混合型-灵活,TIANHONGCELUEJINGXUANHUNHEA
004695,DXWLJZHHA,东兴未来价值混合A,混合型-灵活,DONGXINGWEILAIJIAZHIHUNHEA
004698,BSJGZTGPA,博时军工主题股票A,股票型,BOSHIJUNGONGZHUTIGUPIAOA
004702,NFJRZTLHPZHHA,南方金融主题灵活配置混合A,混合型-灵活,NANFANGJINRONGZHUTILINGHUOPEIZHIHUNHEA
004703,NFXSXFHHA,南方兴盛先锋混合A,混合型-偏股,NANFANGXINGSHENGXIANFENGHUNHEA
004707,JSCCRCHHA,景顺长城睿成混合A,混合型-灵活,JINGSHUNCHANGCHENGRUICHENGHUNHEA
004716,ZXBCLHAEFGPA,中信保诚量化阿尔法股票A,股票型,ZHONGXINBAOCHENGLIANGHUAAERFAGUPIAOA
004719,JSCCRCHHC,景顺长城睿成混合C,混合型-灵活,JINGSHUNCHANGCHENGRUICHENGHUNHEC
004724,XFJYLHPZHHA,先锋聚元灵活配置混合A,混合型-灵活,XIANFENGJUYUANLINGHUOPEIZHIHUNHEA
004725,XFJYLHPZHHC,先锋聚元灵活配置混合C,混合型-灵活,XIANFENGJUYUANLINGHUOPEIZHIHUNHEC
004726,XFJYA,先锋聚优A,混合型-灵活,XIANFENGJUYOUA
004727,XFJYC,先锋聚优C,混合型-灵活,XIANFENGJUYOUC
004734,ZOJLLHPZHHA,中欧瑾灵灵活配置混合A,混合型-灵活,ZHONGOUJINLINGLINGHUOPEIZHIHUNHEA
004735,ZOJLLHPZHHC,中欧瑾灵灵活配置混合C,混合型-灵活,ZHONGOUJINLINGLINGHUOPEIZHIHUNHEC
004737,FGXYXLHPZHHA,富国新优享灵活配置混合A,混合型-灵活,FUGUOXINYOUXIANGLINGHUOPEIZHIHUNHEA
004740,ZORFLHPZHHC,中欧瑞丰灵活配置混合C,混合型-灵活,ZHONGOURUIFENGLINGHUOPEIZHIHUNHEC
004745,CSCXQDHHA,长盛创新驱动混合A,混合型-灵活,CHANGSHENGCHUANGXINQUDONGHUNHEA
004747,FGXYXLHPZHHC,富国新优享灵活配置混合C,混合型-灵活,FUGUOXINYOUXIANGLINGHUOPEIZHIHUNHEC
004748,THCLJXHHC,天弘策略精选混合C,混合型-灵活,TIANHONGCELUEJINGXUANHUNHEC
004750,GFXHA,广发鑫和A,混合型-灵活,GUANGFAXINHEA
004751,GFXHC,广发鑫和C,混合型-灵活,GUANGFAXINHEC
004763,ZKWTWJHHA,中科沃土沃嘉混合A,混合型-灵活,ZHONGKEWOTUWOJIAHUNHEA
004764,ZKWTWJHHC,中科沃土沃嘉混合C,混合型-灵活,ZHONGKEWOTUWOJIAHUNHEC
004784,ZSWJYXGPA,招商稳健优选股票A,股票型,ZHAOSHANGWENJIANYOUXUANGUPIAOA
004794,FRFXHHA,富荣福鑫混合A,混合型-灵活,FURONGFUXINHUNHEA
004795,FRFXHHC,富荣福鑫混合C,混合型-灵活,FURONGFUXINHUNHEC
004805,CXXFJXLHGPA,长信消费精选量化股票A,股票型,CHANGXINXIAOFEIJINGXUANLIANGHUAGUPIAOA
004809,QHLHRFHHA,前海联合润丰混合A,混合型-灵活,QIANHAILIANHERUNFENGHUNHEA
004812,ZOXJZZGPA,中欧先进制造股票A,股票型,ZHONGOUXIANJINZHIZAOGUPIAOA
004813,ZOXJZZGPC,中欧先进制造股票C,股票型,ZHONGOUXIANJINZHIZAOGUPIAOC
004814,ZOHLYXHHA,中欧红利优享混合A,混合型-灵活,ZHONGOUHONGLIYOUXIANGHUNHEA
004815,ZOHLYXHHC,中欧红利优享混合C,混合型-灵活,ZHONGOUHONGLIYOUXIANGHUNHEC
004818,GSABMBCLHHFQA,国寿安保目标策略混合发起A,混合型-灵活,GUOSHOUANBAOMUBIAOCELUEHUNHEFAQIA
004819,GSABMBCLHHFQC,国寿安保目标策略混合发起C,混合型-灵活,GUOSHOUANBAOMUBIAOCELUEHUNHEFAQIC
004833,XFJLHHA,先锋聚利混合A,混合型-灵活,XIANFENGJULIHUNHEA
004834,XFJLHHC,先锋聚利混合C,混合型-灵活,XIANFENGJULIHUNHEC
004836,GLXJZHHA,国联鑫价值混合A,混合型-灵活,GUOLIANXINJIAZHIHUNHEA
004837,GLXJZHHC,国联鑫价值混合C,混合型-灵活,GUOLIANXINJIAZHIHUNHEC
004845,NHRYHHFQA,南华瑞盈混合发起A,混合型-偏股,NANHUARUIYINGHUNHEFAQIA
004846,NHRYHHFQC,南华瑞盈混合发起C,混合型-偏股,NANHUARUIYINGHUNHEFAQIC
004848,ZORHDKHH,中欧睿泓定开混合,混合型-灵活,ZHONGOURUIHONGDINGKAIHUNHE
004851,GFYLBJGPA,广发医疗保健股票A,股票型,GUANGFAYILIAOBAOJIANGUPIAOA
004858,CXLHDCLGPC,长信量化多策略股票C,股票型,CHANGXINLIANGHUADUOCELUEGUPIAOC
004868,JYGXYHHH,交银股息优化混合,混合型-偏股,JIAOYINGUXIYOUHUAHUNHE
004871,ZYJRDCHHA,中银金融地产混合A,混合型-偏股,ZHONGYINJINRONGDICHANHUNHEA
004890,ZYJKWYLHPZHHA,中邮健康文娱灵活配置混合A,混合型-灵活,ZHONGYOUJIANKANGWENYULINGHUOPEIZHIHUNHEA
004895,HSXALHHH,华商鑫安灵活混合,混合型-灵活,HUASHANGXINANLINGHUOHUNHE
004905,HTBRSWYYHHA,华泰柏瑞生物医药混合A,混合型-灵活,HUATAIBAIRUISHENGWUYIYAOHUNHEA
004925,CXDTHBHYLHGPA,长信低碳环保行业量化股票A,股票型,CHANGXINDITANHUANBAOHANGYELIANGHUAGUPIAOA
004926,ZHJMRHJXA,中航军民融合精选A,混合型-偏股,ZHONGHANGJUNMINRONGHEJINGXUANA
004927,ZHJMRHJXC,中航军民融合精选C,混合型-偏股,ZHONGHANGJUNMINRONGHEJINGXUANC
004932,ZSFTLHHHA,招商丰拓灵活混合A,混合型-灵活,ZHAOSHANGFENGTUOLINGHUOHUNHEA
004933,ZSFTLHHHC,招商丰拓灵活混合C,混合型-灵活,ZHAOSHANGFENGTUOLINGHUOHUNHEC
004934,YXYFXFSJ,圆信永丰消费升级,混合型-灵活,YUANXINYONGFENGXIAOFEISHENGJI
004936,ZHHGJXHHA,中航混改精选混合A,混合型-偏股,ZHONGHANGHUNGAIJINGXUANHUNHEA
004937,ZHHGJXHHC,中航混改精选混合C,混合型-偏股,ZHONGHANGHUNGAIJINGXUANHUNHEC
004942,GLBYLHPZA,格林伯元灵活配置A,混合型-灵活,GELINBOYUANLINGHUOPEIZHIA
004943,GLBYLHPZC,格林伯元灵活配置C,混合型-灵活,GELINBOYUANLINGHUOPEIZHIC
004944,XYXQSLHPZHHA,鑫元鑫趋势灵活配置混合A,混合型-灵活,XINYUANXINQUSHILINGHUOPEIZHIHUNHEA
004948,XYXQSLHPZHHC,鑫元鑫趋势灵活配置混合C,混合型-灵活,XINYUANXINQUSHILINGHUOPEIZHIHUNHEC
004958,YXYFYXSH,圆信永丰优享生活,混合型-灵活,YUANXINYONGFENGYOUXIANGSHENGHUO
004959,YXYFYYSHHH,圆信永丰优悦生活混合,混合型-偏股,YUANXINYONGFENGYOUYUESHENGHUOHUNHE
004975,JYHYLHPZHHA,交银恒益灵活配置混合A,混合型-灵活,JIAOYINHENGYILINGHUOPEIZHIHUNHEA
004982,XHAXDYDKHH,新华安享多裕定开混合,混合型-灵活,XINHUAANXIANGDUOYUDINGKAIHUNHE
004986,PHCLHBHH,鹏华策略回报混合,混合型-灵活,PENGHUACELUEHUIBAOHUNHE
004987,NDXXLHPZHH,诺德新享灵活配置混合,混合型-灵活,NUODEXINXIANGLINGHUOPEIZHIHUNHE
004995,GFPPXFGPFQSA,广发品牌消费股票发起式A,股票型,GUANGFAPINPAIXIAOFEIGUPIAOFAQISHIA
004997,GFGDZZGPA,广发高端制造股票A,股票型,GUANGFAGAODUANZHIZAOGUPIAOA
005001,JYCXCZZTHHA,交银持续成长主题混合A,混合型-偏股,JIAOYINCHIXUCHENGZHANGZHUTIHUNHEA
005004,JYPZSJHHA,交银品质升级混合A,混合型-偏股,JIAOYINPINZHISHENGJIHUNHEA
005005,ZJRAHHFQA,中金瑞安混合发起A,混合型-偏股,ZHONGJINRUIANHUNHEFAQIA
005006,ZJRAHHFQC,中金瑞安混合发起C,混合型-偏股,ZHONGJINRUIANHUNHEFAQIC
005009,SWLXHYLDGPA,申万菱信行业轮动股票A,股票型,SHENWANLINGXINHANGYELUNDONGGUPIAOA
005028,PHYJJXLHPZHH,鹏华研究精选灵活配置混合,混合型-灵活,PENGHUAYANJIUJINGXUANLINGHUOPEIZHIHUNHE
005037,YHXNYXCLA,银华新能源新材料A,股票型,YINHUAXINNENGYUANXINCAILIAOA
005038,YHXNYXCLC,银华新能源新材料C,股票型,YINHUAXINNENGYUANXINCAILIAOC
005041,RBYJJXHHA,人保研究精选混合A,混合型-偏股,RENBAOYANJIUJINGXUANHUNHEA
005042,RBYJJXHHC,人保研究精选混合C,混合型-偏股,RENBAOYANJIUJINGXUANHUNHEC
005043,GSABJKKXHHA,国寿安保健康科学混合A,混合型-偏股,GUOSHOUANBAOJIANKANGKEXUEHUNHEA
005044,GSABJKKXHHC,国寿安保健康科学混合C,混合型-偏股,GUOSHOUANBAOJIANKANGKEXUEHUNHEC
005049,CAXWJZHHA,长安鑫旺价值混合A,混合型-灵活,CHANGANXINWANGJIAZHIHUNHEA
005050,CAXWJZHHC,长安鑫旺价值混合C,混合型-灵活,CHANGANXINWANGJIAZHIHUNHEC
005055,HTBRLHAEFA,华泰柏瑞量化阿尔法A,混合型-灵活,HUATAIBAIRUILIANGHUAAERFAA
005067,RTNXCLLHPZHHA,融通逆向策略灵活配置混合A,混合型-灵活,RONGTONGNIXIANGCELUELINGHUOPEIZHIHUNHEA
005075,FGYJLHJXHHA,富国研究量化精选混合A,混合型-偏股,FUGUOYANJIULIANGHUAJINGXUANHUNHEA
005076,CJHXYXHBLHPZHH,创金合信优选回报灵活配置混合,混合型-灵活,CHUANGJINHEXINYOUXUANHUIBAOLINGHUOPEIZHIHUNHE
005082,NDLHLCZQHHA,诺德量化蓝筹增强混合A,混合型-偏股,NUODELIANGHUALANCHOUZENGQIANGHUNHEA
005083,NDLHLCZQHHC,诺德量化蓝筹增强混合C,混合型-偏股,NUODELIANGHUALANCHOUZENGQIANGHUNHEC
005088,JSXTHDQHHA,嘉实新添辉定期混合A,混合型-灵活,JIASHIXINTIANHUIDINGQIHUNHEA
005089,JSXTHDQHHC,嘉实新添辉定期混合C,混合型-灵活,JIASHIXINTIANHUIDINGQIHUNHEC
005090,JHRJHHFQSA,嘉合睿金混合发起式A,混合型-偏股,JIAHERUIJINHUNHEFAQISHIA
005091,JHRJHHFQSC,嘉合睿金混合发起式C,混合型-偏股,JIAHERUIJINHUNHEFAQISHIC
005094,WJZXHHA,万家臻选混合A,混合型-偏股,WANJIAZHENXUANHUNHEA
005104,FRFKHHA,富荣福康混合A,混合型-偏股,FURONGFUKANGHUNHEA
005105,FRFKHHC,富荣福康混合C,混合型-偏股,FURONGFUKANGHUNHEC
005106,YHNYCYGPFQSA,银华农业产业股票发起式A,股票型,YINHUANONGYECHANYEGUPIAOFAQISHIA
005109,HADCLHHA,汇安多策略混合A,混合型-灵活,HUIANDUOCELUEHUNHEA
005110,HADCLHHC,汇安多策略混合C,混合型-灵活,HUIANDUOCELUEHUNHEC
005117,JXJZJXHHA,金信价值精选混合A,混合型-灵活,JINXINJIAZHIJINGXUANHUNHEA
005118,JXJZJXHHC,金信价值精选混合C,混合型-灵活,JINXINJIAZHIJINGXUANHUNHEC
005119,YHZHNZJZLHPZHHFQA,银华智荟内在价值灵活配置混合发起A,混合型-灵活,YINHUAZHIHUINEIZAIJIAZHILINGHUOPEIZHIHUNHEFAQIA
005120,MGLHDYZHH,摩根量化多因子混合,混合型-灵活,MOGENLIANGHUADUOYINZIHUNHE
005123,NFYXFHHHA,南方优享分红混合A,混合型-灵活,NANFANGYOUXIANGFENHONGHUNHEA
005126,YHLHWJHH,银河量化稳进混合,混合型-偏股,YINHELIANGHUAWENJINHUNHE
005136,HAXFSHHHA,华安幸福生活混合A,混合型-偏股,HUAANXINGFUSHENGHUOHUNHEA
005142,GLHGSDXFZTA,国联沪港深大消费主题A,混合型-灵活,GUOLIANHUGANGSHENDAXIAOFEIZHUTIA
005143,GLHGSDXFZTC,国联沪港深大消费主题C,混合型-灵活,GUOLIANHUGANGSHENDAXIAOFEIZHUTIC
005161,HSSYCYGPA,华商上游产业股票A,股票型,HUASHANGSHANGYOUCHANYEGUPIAOA
005164,FRFJHHA,富荣福锦混合A,混合型-偏股,FURONGFUJINHUNHEA
005165,FRFJHHC,富荣福锦混合C,混合型-偏股,FURONGFUJINHUNHEC
005169,HTBXCLJXA,华泰保兴策略精选A,混合型-灵活,HUATAIBAOXINGCELUEJINGXUANA
005170,HTBXCLJXC,华泰保兴策略精选C,混合型-灵活,HUATAIBAOXINGCELUEJINGXUANC
005176,FGJZYLHHA,富国精准医疗混合A,混合型-灵活,FUGUOJINGZHUNYILIAOHUNHEA
005186,CAXXHHA,长安鑫兴混合A,混合型-灵活,CHANGANXINXINGHUNHEA
005187,CAXXHHC,长安鑫兴混合C,混合型-灵活,CHANGANXINXINGHUNHEC
005188,HFTLHQFGPC,海富通量化前锋股票C,股票型,HAIFUTONGLIANGHUAQIANFENGGUPIAOC
005189,HFTLHQFGPA,海富通量化前锋股票A,股票型,HAIFUTONGLIANGHUAQIANFENGGUPIAOA
005190,DFHHGSHH,东方红沪港深混合(后端),混合型-灵活,DONGFANGHONGHUGANGSHENHUNHE
005197,GYHGSJXHHA,工银沪港深精选混合A,混合型-灵活,GONGYINHUGANGSHENJINGXUANHUNHEA
005198,GYHGSJXHHC,工银沪港深精选混合C,混合型-灵活,GONGYINHUGANGSHENJINGXUANHUNHEC
005206,NFYXCZHHC,南方优选成长混合C,混合型-灵活,NANFANGYOUXUANCHENGZHANGHUNHEC
005207,NFGDZBHHC,南方高端装备混合C,混合型-偏股,NANFANGGAODUANZHUANGBEIHUNHEC
005209,DWSSJGPA,东吴双三角股票A,股票型,DONGWUSHUANGSANJIAOGUPIAOA
005210,DWSSJGPC,东吴双三角股票C,股票型,DONGWUSHUANGSANJIAOGUPIAOC
005211,YHZHHHA,银河智慧混合A,混合型-灵活,YINHEZHIHUIHUNHEA
005225,GFLHDYZHHA,广发量化多因子混合A,混合型-灵活,GUANGFALIANGHUADUOYINZIHUNHEA
005226,SZZGGGJXHHA,山证资管改革精选混合A,混合型-灵活,SHANZHENGZIGUANGAIGEJINGXUANHUNHEA
005228,HTFGGTZZCZ,汇添富港股通专注成长,混合型-偏股,HUITIANFUGANGGUTONGZHUANZHUCHENGZHANG
005233,GFRYLXHHA,广发睿毅领先混合A,混合型-偏股,GUANGFARUIYILINGXIANHUNHEA
005235,YHSPYLLHGPFQSA,银华食品饮料量化股票发起式A,股票型,YINHUASHIPINYINLIAOLIANGHUAGUPIAOFAQISHIA
005236,YHSPYLLHGPFQSC,银华食品饮料量化股票发起式C,股票型,YINHUASHIPINYINLIAOLIANGHUAGUPIAOFAQISHIC
005237,YHYLJKLHYXA,银华医疗健康量化优选A,股票型,YINHUAYILIAOJIANKANGLIANGHUAYOUXUANA
005238,YHYLJKLHYXC,银华医疗健康量化优选C,股票型,YINHUAYILIAOJIANKANGLIANGHUAYOUXUANC
005241,ZOSDZHHHA,中欧时代智慧混合A,混合型-偏股,ZHONGOUSHIDAIZHIHUIHUNHEA
005242,ZOSDZHHHC,中欧时代智慧混合C,混合型-偏股,ZHONGOUSHIDAIZHIHUIHUNHEC
005244,GTJYJZLHPZHHA,国泰聚优价值灵活配置混合A,混合型-灵活,GUOTAIJUYOUJIAZHILINGHUOPEIZHIHUNHEA
005245,GTJYJZLHPZHHC,国泰聚优价值灵活配置混合C,混合型-灵活,GUOTAIJUYOUJIAZHILINGHUOPEIZHIHUNHEC
005250,YHGZYSHH,银华估值优势混合,混合型-偏股,YINHUAGUZHIYOUSHIHUNHE
005251,YHDYDLLHPZHH,银华多元动力灵活配置混合,混合型-灵活,YINHUADUOYUANDONGLILINGHUOPEIZHIHUNHE
005255,PYASGGTLHHHA,浦银安盛港股通量化混合A,混合型-灵活,PUYINANSHENGGANGGUTONGLIANGHUAHUNHEA
005258,JSCCLHPHHHA,景顺长城量化平衡混合A,混合型-灵活,JINGSHUNCHANGCHENGLIANGHUAPINGHENGHUNHEA
005259,JXLTQYGP,建信龙头企业股票,股票型,JIANXINLONGTOUQIYEGUPIAO
005260,YHWJZLLHPZHHA,银华稳健增利灵活配置混合A,混合型-灵活,YINHUAWENJIANZENGLILINGHUOPEIZHIHUNHEA
005261,YHWJZLLHPZHHC,银华稳健增利灵活配置混合C,混合型-灵活,YINHUAWENJIANZENGLILINGHUOPEIZHIHUNHEC
005262,XYXXLHPZHHA,鑫元欣享灵活配置混合A,混合型-灵活,XINYUANXINXIANGLINGHUOPEIZHIHUNHEA
005263,XYXXLHPZHHC,鑫元欣享灵活配置混合C,混合型-灵活,XINYUANXINXIANGLINGHUOPEIZHIHUNHEC
005265,BSHZHBHHA,博时厚泽回报混合A,混合型-灵活,BOSHIHOUZEHUIBAOHUNHEA
005266,BSHZHBHHC,博时厚泽回报混合C,混合型-灵活,BOSHIHOUZEHUIBAOHUNHEC
005267,JSJZJXGPA,嘉实价值精选股票A,股票型,JIASHIJIAZHIJINGXUANGUPIAOA
005268,PHYSQY,鹏华优势企业,股票型,PENGHUAYOUSHIQIYE
005269,HTBRGGTLHHHA,华泰柏瑞港股通量化混合A,混合型-灵活,HUATAIBAIRUIGANGGUTONGLIANGHUAHUNHEA
005270,TPGGHLJXHH,太平改革红利精选混合,混合型-灵活,TAIPINGGAIGEHONGLIJINGXUANHUNHE
005275,ZOCXCZLHPZHHA,中欧创新成长灵活配置混合A,混合型-灵活,ZHONGOUCHUANGXINCHENGZHANGLINGHUOPEIZHIHUNHEA
